seed,model,variant,condition,n,positives,prevalence,average_precision,roc_auc,brier,positive_brier,negative_brier,log_loss,ece_15,mean_probability,accuracy_at_half,frozen_threshold,frozen_alerts,frozen_alert_rate,frozen_tp,frozen_fp,frozen_precision,frozen_recall
43,word_unweighted,calibrated,benign_context,40000,200,0.005,0.10412314073586434,0.9560071608040202,0.07723211514379383,0.00023273587057060953,0.07761904669793063,0.40208262804909967,0.07779491907006489,0.08279491907006488,0.921525,0.00018096130481671914,3551,0.088775,200,3351,0.056322162771050406,1.0
43,word_unweighted,raw,combined,40000,200,0.005,0.028389801300286243,0.9163041457286432,0.04313040543323804,0.9349845362670015,0.038648726383822135,0.11506983896777578,0.05814854589473659,0.05636634944841819,0.916525,0.023660667929853864,3465,0.086625,114,3351,0.0329004329004329,0.57
43,word_unweighted,calibrated,combined,40000,200,0.005,0.028389801300286243,0.9163041457286432,0.08221343846421592,0.9964973999549899,0.07761904669793063,0.443834944346699,0.08283680342573516,0.07786113250591202,0.916525,0.00018096130481671914,3465,0.086625,114,3351,0.0329004329004329,0.57
43,char_balanced,raw,id,40000,200,0.005,1.0,1.0,9.262269945643594e-05,2.5213326539833927e-05,9.296144002385602e-05,0.004332124788896902,0.004282914466559068,0.009235789293038433,1.0,0.08366756914622671,396,0.0099,200,196,0.5050505050505051,1.0
43,char_balanced,calibrated,id,40000,200,0.005,1.0,1.0,1.1582365720239255e-07,2.6870243010397684e-10,1.1640433536707737e-07,2.902513573044691e-05,2.8966991957577016e-05,0.005028840934707628,1.0,0.0022088025463483847,396,0.0099,200,196,0.5050505050505051,1.0
43,char_balanced,raw,positive_paraphrase,40000,200,0.005,0.8563572701211688,0.9984939698492461,0.0028001708679354195,0.5415348470223366,9.296144002385602e-05,0.011998174116565681,0.005337904752873154,0.005839373853641821,0.996125,0.08366756914622671,369,0.009225,173,196,0.46883468834688347,0.865
43,char_balanced,calibrated,positive_paraphrase,40000,200,0.005,0.8563572701211688,0.9984939698492461,0.0037337747034156825,0.7467317762203984,1.1640433536707737e-07,0.017949526515725286,0.003999414971935559,0.0010005850280644416,0.99565,0.0022088025463483847,369,0.009225,173,196,0.46883468834688347,0.865
43,char_balanced,raw,benign_context,40000,200,0.005,0.7881146644112682,0.9967405778894473,0.07673647384378537,2.5213326539833927e-05,0.07712195756497756,0.35788703389308274,0.08144918818580554,0.08644918818580555,0.921525,0.08366756914622671,3516,0.0879,200,3316,0.05688282138794084,1.0
43,char_balanced,calibrated,benign_context,40000,200,0.005,0.7881146644112682,0.9967405778894473,0.07845971991744476,2.6870243010397684e-10,0.07885398986542837,0.7475069820216297,0.07849344482477347,0.08349344482477346,0.921525,0.0022088025463483847,3516,0.0879,200,3316,0.05688282138794084,1.0
43,char_balanced,raw,combined,40000,200,0.005,0.029899762923706753,0.9197624371859296,0.07944402201226435,0.5415348470223366,0.07712195756497756,0.36555308322075153,0.08264978830603327,0.08305277274640893,0.91765,0.08366756914622671,3489,0.087225,173,3316,0.049584408139868155,0.865
43,char_balanced,calibrated,combined,40000,200,0.005,0.029899762923706753,0.9197624371859296,0.08219337879720322,0.7467317762203984,0.07885398986542837,0.7654274834016245,0.08246772460573898,0.07946518891813027,0.917175,0.0022088025463483847,3489,0.087225,173,3316,0.049584408139868155,0.865
71,word_balanced,raw,id,40000,200,0.005,1.0,1.0,0.0001206554368156234,2.8895969321899782e-05,0.00012111653966735065,0.0047615324223068516,0.004696420020322474,0.009644024404846258,1.0,0.08802478852806492,409,0.010225,200,209,0.4889975550122249,1.0
71,word_balanced,calibrated,id,40000,200,0.005,1.0,1.0,2.477166152064618e-07,2.4208346513236625e-10,2.489602058182273e-07,3.680705500225958e-05,3.668227614061405e-05,0.0050365468147373985,1.0,0.0021513158046597173,409,0.010225,200,209,0.4889975550122249,1.0
71,word_balanced,raw,positive_paraphrase,40000,200,0.005,0.7853783575406613,0.9975706030150754,0.003106510564028367,0.5971999214118706,0.00012111653966735065,0.013361710616282855,0.004928089357810557,0.005916456204546909,0.995675,0.08802478852806492,369,0.009225,160,209,0.43360433604336046,0.8
71,word_balanced,calibrated,positive_paraphrase,40000,200,0.005,0.7853783575406613,0.9975706030150754,0.004138446390259227,0.8276397349708876,2.489602058182273e-07,0.02073333518035156,0.004416368665110063,0.0005836313348899374,0.995275,0.0021513158046597173,369,0.009225,160,209,0.43360433604336046,0.8
