seed,model,variant,condition,budget,k,tp,fp,fn,precision,recall,lift
101,char_balanced,raw,combined,0.001,40,0,40,200,0.0,0.0,0.0
101,char_balanced,raw,combined,0.005,200,0,200,200,0.0,0.0,0.0
101,char_balanced,raw,combined,0.01,400,0,400,200,0.0,0.0,0.0
101,char_balanced,raw,combined,0.02,800,0,800,200,0.0,0.0,0.0
101,char_balanced,raw,combined,0.05,2000,0,2000,200,0.0,0.0,0.0
101,char_balanced,calibrated,combined,0.001,40,0,40,200,0.0,0.0,0.0
101,char_balanced,calibrated,combined,0.005,200,0,200,200,0.0,0.0,0.0
101,char_balanced,calibrated,combined,0.01,400,0,400,200,0.0,0.0,0.0
101,char_balanced,calibrated,combined,0.02,800,0,800,200,0.0,0.0,0.0
101,char_balanced,calibrated,combined,0.05,2000,0,2000,200,0.0,0.0,0.0
